date,weather_code,weather_code_description,temperature_2m_max,temperature_2m_max_fahrenheit,temperature_2m_min,temperature_2m_min_fahrenheit,temperature_2m_mean,temperature_2m_mean_fahrenheit,apparent_temperature_max,apparent_temperature_max_fahrenheit,apparent_temperature_min,apparent_temperature_min_fahrenheit,precipitation_sum,precipitation_sum_inches,rain_sum,rain_sum_inches,snowfall_sum,snowfall_sum_inches,precipitation_hours,windspeed_10m_max,windspeed_10m_max_mph,windgusts_10m_max,windgusts_10m_max_mph,wind_direction_10m_dominant,wind_direction_10m_dominant_cardinal,wind_direction_10m_dominant_baseball
2020/07/24,2,Partly cloudy,25.1,77.2,18.7,65.7,22.3,72.1,28.7,83.7,20.3,68.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.4,10.2,31.0,19.3,19,N,In from Center
2020/07/25,3,Overcast,29.1,84.4,19.1,66.4,25.0,77.0,32.4,90.3,21.3,70.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.1,10.6,31.0,19.3,170,S,Out to Left Center Field
2020/07/26,61,Slight rain,32.5,90.5,22.7,72.9,27.6,81.7,36.0,96.8,24.9,76.8,4.0,0.157,4.0,0.157,0.0,0.000,4.0,23.7,14.7,38.2,23.7,223,SW,Out to Right Center Field
2020/07/31,3,Overcast,24.0,75.2,19.2,66.6,21.8,71.2,25.6,78.1,19.1,66.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,22.3,13.9,37.8,23.5,21,N,In from Center
2020/08/01,61,Slight rain,23.6,74.5,20.4,68.7,22.2,72.0,25.9,78.6,21.5,70.7,4.7,0.185,4.7,0.185,0.0,0.000,10.0,16.7,10.4,26.3,16.3,24,NE,In from Center
2020/08/02,61,Slight rain,26.7,80.1,19.9,67.8,22.4,72.3,29.6,85.3,20.8,69.4,10.6,0.417,10.6,0.417,0.0,0.000,13.0,18.5,11.5,37.1,23.1,285,W,Cross from Left Field Corner
2020/08/03,51,Light drizzle,20.6,69.1,18.0,64.4,19.2,66.6,22.1,71.8,15.2,59.4,1.8,0.071,1.8,0.071,0.0,0.000,13.0,33.7,20.9,55.1,34.2,351,N,In from Left Center Field
2020/08/04,51,Light drizzle,19.5,67.1,14.9,58.8,18.0,64.4,17.3,63.1,14.0,57.2,0.4,0.016,0.4,0.016,0.0,0.000,4.0,28.5,17.7,45.0,28.0,12,N,In from Center
2020/08/13,3,Overcast,25.4,77.7,19.7,67.5,22.9,73.2,27.3,81.1,21.8,71.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.3,10.1,29.9,18.6,67,NE,In from Right Field
2020/08/14,0,Clear sky,26.5,79.7,20.0,68.0,23.4,74.1,29.8,85.6,21.9,71.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,18.0,11.2,33.5,20.8,43,NE,In from Right-Center Field
2020/08/15,53,Moderate drizzle,27.8,82.0,20.1,68.2,23.6,74.5,32.0,89.6,21.9,71.4,1.4,0.055,1.4,0.055,0.0,0.000,3.0,19.9,12.4,30.2,18.8,17,N,In from Center
2020/08/16,51,Light drizzle,24.3,75.7,18.9,66.0,22.0,71.6,25.4,77.7,17.7,63.9,0.1,0.004,0.1,0.004,0.0,0.000,1.0,23.0,14.3,36.7,22.8,359,N,In from Left Center Field
2020/08/17,3,Overcast,25.5,77.9,18.9,66.0,22.8,73.0,27.1,80.8,18.8,65.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.9,10.5,25.2,15.7,307,NW,In from Left Field
2020/08/17,3,Overcast,25.5,77.9,18.9,66.0,22.8,73.0,27.1,80.8,18.8,65.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.9,10.5,25.2,15.7,307,NW,In from Left Field
2020/08/18,3,Overcast,22.1,71.8,18.5,65.3,21.2,70.2,23.5,74.3,18.1,64.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.9,14.9,40.0,24.9,54,NE,In from Right-Center Field
2020/08/19,0,Clear sky,23.6,74.5,16.1,61.0,20.5,68.9,23.6,74.5,15.8,60.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,22.8,14.2,38.9,24.2,82,E,In from Right Field
2020/08/19,0,Clear sky,23.6,74.5,16.1,61.0,20.5,68.9,23.6,74.5,15.8,60.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,22.8,14.2,38.9,24.2,82,E,In from Right Field
2020/08/21,3,Overcast,28.2,82.8,17.4,63.3,23.0,73.4,29.5,85.1,17.5,63.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,14.2,8.8,27.4,17.0,190,S,Out to Left Center Field
2020/08/22,2,Partly cloudy,30.2,86.4,17.4,63.3,24.1,75.4,30.3,86.5,18.2,64.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,18.6,11.6,30.2,18.8,214,SW,Out to Right Center Field
2020/08/23,51,Light drizzle,30.2,86.4,19.2,66.6,24.7,76.5,32.9,91.2,20.1,68.2,0.3,0.012,0.3,0.012,0.0,0.000,1.0,22.8,14.2,34.2,21.3,201,S,Out to Dead Center Field
2020/09/04,2,Partly cloudy,25.1,77.2,13.4,56.1,19.2,66.6,21.5,70.7,11.4,52.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,26.0,16.2,42.1,26.2,282,W,Cross from Left Field Corner
2020/09/05,2,Partly cloudy,26.2,79.2,15.9,60.6,20.8,69.4,24.7,76.5,15.0,59.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,30.8,19.1,49.3,30.6,255,W,Out to Right Field
2020/09/05,2,Partly cloudy,26.2,79.2,15.9,60.6,20.8,69.4,24.7,76.5,15.0,59.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,30.8,19.1,49.3,30.6,255,W,Out to Right Field
2020/09/06,63,Moderate rain,27.5,81.5,16.0,60.8,20.5,68.9,27.5,81.5,14.3,57.7,19.3,0.760,19.3,0.760,0.0,0.000,9.0,38.8,24.1,63.0,39.1,190,S,Out to Left Center Field
2020/09/07,61,Slight rain,22.6,72.7,17.1,62.8,20.3,68.5,23.0,73.4,14.0,57.2,3.3,0.130,3.3,0.130,0.0,0.000,5.0,33.9,21.1,54.0,33.6,5,N,In from Left Center Field
2020/09/08,63,Moderate rain,18.6,65.5,16.6,61.9,17.5,63.5,18.5,65.3,13.2,55.8,36.3,1.429,36.3,1.429,0.0,0.000,19.0,32.6,20.3,54.0,33.6,33,NE,In from Center
2020/09/09,61,Slight rain,18.6,65.5,16.4,61.5,17.2,63.0,18.1,64.6,14.1,57.4,3.6,0.142,3.6,0.142,0.0,0.000,9.0,28.2,17.5,43.6,27.1,30,NE,In from Center
2020/09/10,61,Slight rain,17.8,64.0,16.4,61.5,16.9,62.4,15.3,59.5,13.4,56.1,4.4,0.173,4.4,0.173,0.0,0.000,7.0,28.9,18.0,44.3,27.5,29,NE,In from Center
2020/09/15,0,Clear sky,24.8,76.6,14.9,58.8,19.5,67.1,23.9,75.0,13.0,55.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,21.1,13.1,36.4,22.6,191,S,Out to Left Center Field
2020/09/16,51,Light drizzle,26.7,80.1,15.3,59.5,20.8,69.4,26.8,80.2,13.4,56.1,0.7,0.028,0.7,0.028,0.0,0.000,3.0,22.2,13.8,39.2,24.4,248,W,Out to Right Field
2020/09/18,51,Light drizzle,15.7,60.3,10.4,50.7,13.6,56.5,12.8,55.0,7.8,46.0,0.1,0.004,0.1,0.004,0.0,0.000,1.0,29.8,18.5,47.2,29.3,38,NE,In from Right-Center Field
2020/09/19,1,Mainly clear,15.4,59.7,9.6,49.3,12.5,54.5,13.3,55.9,6.5,43.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.0,9.9,26.6,16.5,134,SE,Out to Left Field
2020/09/20,3,Overcast,20.2,68.4,10.6,51.1,15.5,59.9,16.8,62.2,8.1,46.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,22.4,13.9,34.6,21.5,145,SE,Out to Left Field
2021/04/01,71,Slight snow fall,1.5,34.7,-3.0,26.6,-0.8,30.6,-4.5,23.9,-10.5,13.1,0.2,0.008,0.0,0.000,0.14,0.055,2.0,33.0,20.5,53.3,33.1,360,N,In from Left Center Field
2021/04/03,3,Overcast,18.5,65.3,2.8,37.0,10.3,50.5,14.2,57.6,-4.1,24.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,31.8,19.8,51.5,32.0,224,SW,Out to Right Center Field
2021/04/04,3,Overcast,16.7,62.1,3.6,38.5,11.2,52.2,15.0,59.0,0.7,33.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,20.9,13.0,34.2,21.3,160,S,Out to Left Field
2021/04/05,51,Light drizzle,21.8,71.2,12.3,54.1,17.3,63.1,19.7,67.5,8.1,46.6,0.3,0.012,0.3,0.012,0.0,0.000,2.0,24.3,15.1,39.2,24.4,213,SW,Out to Dead Center Field
2021/04/06,3,Overcast,25.5,77.9,12.9,55.2,19.5,67.1,23.3,73.9,9.6,49.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,27.4,17.0,43.6,27.1,207,SW,Out to Dead Center Field
2021/04/07,51,Light drizzle,23.8,74.8,13.6,56.5,18.3,64.9,22.0,71.6,10.8,51.4,0.5,0.020,0.5,0.020,0.0,0.000,2.0,29.5,18.3,45.4,28.2,173,S,Out to Left Center Field
2021/04/16,3,Overcast,7.5,45.5,3.3,37.9,5.4,41.7,5.0,41.0,-0.0,32.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.3,10.7,34.2,21.3,35,NE,In from Right-Center Field
2021/04/17,3,Overcast,7.7,45.9,3.2,37.8,5.5,41.9,4.6,40.3,-0.6,30.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,19.2,11.9,36.4,22.6,14,N,In from Center
2021/04/18,51,Light drizzle,15.3,59.5,1.3,34.3,8.8,47.8,12.0,53.6,-2.0,28.4,0.2,0.008,0.2,0.008,0.0,0.000,2.0,17.2,10.7,28.1,17.5,237,SW,Out to Right Field
2021/04/20,73,Moderate snow fall,5.1,41.2,1.6,34.9,3.1,37.6,0.1,32.2,-3.1,26.4,2.5,0.098,0.0,0.000,1.75,0.689,8.0,21.1,13.1,34.2,21.3,22,N,In from Center
2021/04/21,73,Moderate snow fall,7.2,45.0,-1.5,29.3,2.4,36.3,4.7,40.5,-5.3,22.5,2.6,0.102,0.8,0.031,1.26,0.496,10.0,19.2,11.9,52.6,32.7,208,SW,Out to Dead Center Field
2021/04/22,3,Overcast,12.9,55.2,-0.8,30.6,5.9,42.6,9.0,48.2,-5.9,21.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,25.6,15.9,38.2,23.7,254,W,Out to Right Field
2021/04/23,3,Overcast,15.8,60.4,4.9,40.8,10.4,50.7,11.5,52.7,-0.0,32.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,28.0,17.4,45.7,28.4,222,SW,Out to Right Center Field
2021/04/24,53,Moderate drizzle,12.0,53.6,7.7,45.9,10.1,50.2,10.0,50.0,5.4,41.7,1.9,0.075,1.9,0.075,0.0,0.000,7.0,24.8,15.4,37.1,23.1,156,SE,Out to Left Field
2021/04/25,3,Overcast,8.8,47.8,3.2,37.8,4.6,40.3,4.4,39.9,-2.2,28.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,29.1,18.1,48.6,30.2,27,NE,In from Center
2021/05/04,51,Light drizzle,15.2,59.4,9.1,48.4,10.8,51.4,12.8,55.0,6.2,43.2,0.7,0.028,0.7,0.028,0.0,0.000,5.0,26.3,16.3,39.2,24.4,15,N,In from Center
2021/05/04,51,Light drizzle,15.2,59.4,9.1,48.4,10.8,51.4,12.8,55.0,6.2,43.2,0.7,0.028,0.7,0.028,0.0,0.000,5.0,26.3,16.3,39.2,24.4,15,N,In from Center
2021/05/05,3,Overcast,10.6,51.1,6.3,43.3,8.5,47.3,7.0,44.6,2.6,36.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,22.7,14.1,41.4,25.7,31,NE,In from Center
2021/05/07,51,Light drizzle,12.4,54.3,5.2,41.4,8.2,46.8,9.8,49.6,1.1,34.0,0.2,0.008,0.2,0.008,0.0,0.000,2.0,24.0,14.9,40.7,25.3,345,N,In from Left Field
2021/05/08,73,Moderate snow fall,8.8,47.8,3.0,37.4,6.7,44.1,5.8,42.4,-0.3,31.5,4.1,0.161,3.8,0.150,0.21,0.083,3.0,19.8,12.3,36.4,22.6,76,E,In from Right Field
2021/05/09,61,Slight rain,8.9,48.0,4.2,39.6,6.5,43.7,5.2,41.4,-1.6,29.1,16.9,0.665,16.9,0.665,0.0,0.000,13.0,28.5,17.7,44.6,27.7,51,NE,In from Right-Center Field
2021/05/17,3,Overcast,17.9,64.2,11.9,53.4,14.9,58.8,17.5,63.5,10.6,51.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.6,9.7,29.2,18.1,110,E,Cross from Right Field Corner
2021/05/18,61,Slight rain,21.5,70.7,12.6,54.7,17.1,62.8,20.0,68.0,10.7,51.3,4.4,0.173,4.4,0.173,0.0,0.000,6.0,24.0,14.9,37.1,23.1,131,SE,Out to Left Field
2021/05/19,61,Slight rain,23.2,73.8,16.6,61.9,19.4,66.9,22.5,72.5,15.1,59.2,6.9,0.272,6.9,0.272,0.0,0.000,12.0,29.6,18.4,47.2,29.3,168,S,Out to Left Field
2021/05/20,3,Overcast,27.6,81.7,18.0,64.4,22.9,73.2,26.2,79.2,17.2,63.0,0.0,0.000,0.0,0.000,0.0,0.000,0.0,26.3,16.3,42.1,26.2,175,S,Out to Left Center Field
2021/05/28,61,Slight rain,10.4,50.7,7.7,45.9,9.2,48.6,4.5,40.1,1.7,35.1,8.6,0.339,8.6,0.339,0.0,0.000,17.0,41.8,26.0,67.3,41.8,38,NE,In from Right-Center Field
2021/05/29,3,Overcast,13.1,55.6,7.7,45.9,10.2,50.4,8.9,48.0,0.9,33.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,33.6,20.9,51.5,32.0,28,NE,In from Center
2021/05/30,3,Overcast,17.2,63.0,6.8,44.2,12.8,55.0,16.2,61.2,4.4,39.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,16.5,10.3,29.2,18.1,82,E,In from Right Field
2021/05/31,51,Light drizzle,21.5,70.7,12.4,54.3,16.6,61.9,18.7,65.7,9.4,48.9,0.3,0.012,0.3,0.012,0.0,0.000,2.0,23.0,14.3,37.8,23.5,208,SW,Out to Dead Center Field
2021/06/01,3,Overcast,20.5,68.9,9.2,48.6,15.4,59.7,19.9,67.8,7.7,45.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,17.9,11.1,34.2,21.3,116,SE,Cross from Right Field Corner
2021/06/02,3,Overcast,19.4,66.9,12.3,54.1,16.4,61.5,19.7,67.5,11.4,52.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,18.5,11.5,34.6,21.5,58,NE,In from Right Field
2021/06/11,3,Overcast,25.9,78.6,18.3,64.9,22.1,71.8,30.2,86.4,19.5,67.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,15.6,9.7,31.7,19.7,78,E,In from Right Field
2021/06/12,51,Light drizzle,24.1,75.4,17.8,64.0,21.3,70.3,27.3,81.1,18.4,65.1,0.4,0.016,0.4,0.016,0.0,0.000,1.0,17.4,10.8,36.4,22.6,28,NE,In from Center
2021/06/13,1,Mainly clear,24.8,76.6,18.2,64.8,21.6,70.9,25.7,78.3,17.7,63.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,19.8,12.3,32.0,19.9,54,NE,In from Right-Center Field
2021/06/18,51,Light drizzle,31.8,89.2,20.4,68.7,26.3,79.3,33.3,91.9,19.4,66.9,0.4,0.016,0.4,0.016,0.0,0.000,2.0,30.8,19.1,49.0,30.4,190,S,Out to Left Center Field
2021/06/19,51,Light drizzle,33.0,91.4,17.9,64.2,24.3,75.7,31.0,87.8,17.2,63.0,0.1,0.004,0.1,0.004,0.0,0.000,1.0,31.4,19.5,50.4,31.3,247,SW,Out to Right Field
2021/06/20,63,Moderate rain,26.4,79.5,16.9,62.4,21.7,71.1,29.2,84.6,18.1,64.6,11.7,0.461,11.7,0.461,0.0,0.000,8.0,20.8,12.9,51.1,31.8,121,SE,Cross from Right Field Corner
2021/06/21,61,Slight rain,22.5,72.5,14.6,58.3,19.7,67.5,23.2,73.8,11.0,51.8,3.2,0.126,3.2,0.126,0.0,0.000,8.0,32.8,20.4,50.4,31.3,313,NW,In from Left Field
2021/06/22,3,Overcast,22.4,72.3,12.8,55.0,17.9,64.2,19.4,66.9,11.0,51.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,24.2,15.0,42.1,26.2,256,W,Out to Right Field
2021/07/05,2,Partly cloudy,32.0,89.6,21.8,71.2,27.0,80.6,33.6,92.5,22.9,73.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,30.0,18.6,47.2,29.3,239,SW,Out to Right Field
2021/07/06,51,Light drizzle,32.2,90.0,23.2,73.8,27.4,81.3,34.0,93.2,24.2,75.6,1.3,0.051,1.3,0.051,0.0,0.000,4.0,23.0,14.3,34.9,21.7,237,SW,Out to Right Field
2021/07/07,61,Slight rain,29.7,85.5,20.5,68.9,24.3,75.7,31.8,89.2,21.2,70.2,3.3,0.130,3.3,0.130,0.0,0.000,10.0,21.0,13.0,41.4,25.7,227,SW,Out to Right Center Field
2021/07/08,63,Moderate rain,20.0,68.0,16.5,61.7,17.7,63.9,22.1,71.8,14.8,58.6,9.9,0.390,9.9,0.390,0.0,0.000,8.0,28.6,17.8,47.5,29.5,8,N,In from Left Center Field
2021/07/09,51,Light drizzle,21.5,70.7,15.0,59.0,18.5,65.3,21.7,71.1,14.7,58.5,0.1,0.004,0.1,0.004,0.0,0.000,1.0,14.2,8.8,29.5,18.3,26,NE,In from Center
2021/07/10,63,Moderate rain,22.4,72.3,18.2,64.8,20.3,68.5,22.4,72.3,17.7,63.9,7.6,0.299,7.6,0.299,0.0,0.000,9.0,22.6,14.0,34.2,21.3,86,E,In from Right Field
2021/07/23,53,Moderate drizzle,29.5,85.1,22.0,71.6,25.7,78.3,33.5,92.3,25.2,77.4,3.8,0.150,3.8,0.150,0.0,0.000,16.0,16.9,10.5,28.1,17.5,203,SW,Out to Dead Center Field
2021/07/24,55,Dense drizzle,31.8,89.2,22.8,73.0,27.0,80.6,33.5,92.3,24.9,76.8,2.5,0.098,2.5,0.098,0.0,0.000,9.0,29.0,18.0,52.6,32.7,230,SW,Out to Right Center Field
2021/07/25,3,Overcast,30.2,86.4,21.7,71.1,25.9,78.6,31.8,89.2,23.8,74.8,0.0,0.000,0.0,0.000,0.0,0.000,0.0,19.3,12.0,29.9,18.6,80,E,In from Right Field
2021/07/26,1,Mainly clear,30.2,86.4,19.6,67.3,25.7,78.3,32.9,91.2,20.5,68.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,18.6,11.6,27.4,17.0,99,E,In from Right Field
2021/07/27,3,Overcast,32.1,89.8,21.5,70.7,25.5,77.9,33.1,91.6,23.1,73.6,0.0,0.000,0.0,0.000,0.0,0.000,0.0,21.1,13.1,32.0,19.9,231,SW,Out to Right Center Field
2021/07/28,51,Light drizzle,31.4,88.5,23.5,74.3,27.5,81.5,36.2,97.2,26.7,80.1,0.4,0.016,0.4,0.016,0.0,0.000,3.0,17.0,10.6,29.5,18.3,233,SW,Out to Right Center Field
2021/07/29,51,Light drizzle,30.2,86.4,20.0,68.0,25.2,77.4,31.4,88.5,19.7,67.5,0.1,0.004,0.1,0.004,0.0,0.000,1.0,30.8,19.1,49.3,30.6,320,NW,In from Left Field
2021/08/06,53,Moderate drizzle,25.5,77.9,20.0,68.0,22.2,72.0,25.7,78.3,19.7,67.5,8.3,0.327,8.3,0.327,0.0,0.000,18.0,27.5,17.1,49.7,30.9,213,SW,Out to Dead Center Field
2021/08/07,65,Heavy rain,29.5,85.1,19.0,66.2,24.3,75.7,33.8,92.8,20.3,68.5,11.7,0.461,11.7,0.461,0.0,0.000,7.0,22.0,13.7,39.6,24.6,201,S,Out to Dead Center Field
2021/08/08,61,Slight rain,30.4,86.7,23.7,74.7,26.5,79.7,32.0,89.6,24.5,76.1,2.6,0.102,2.6,0.102,0.0,0.000,6.0,29.6,18.4,47.2,29.3,201,S,Out to Dead Center Field
2021/08/10,65,Heavy rain,32.2,90.0,21.1,70.0,25.7,78.3,35.3,95.5,23.4,74.1,28.7,1.130,28.7,1.130,0.0,0.000,2.0,38.2,23.7,64.1,39.8,216,SW,Out to Right Center Field
2021/08/10,65,Heavy rain,32.2,90.0,21.1,70.0,25.7,78.3,35.3,95.5,23.4,74.1,28.7,1.130,28.7,1.130,0.0,0.000,2.0,38.2,23.7,64.1,39.8,216,SW,Out to Right Center Field
2021/08/11,63,Moderate rain,30.8,87.4,22.4,72.3,25.1,77.2,33.6,92.5,22.4,72.3,13.3,0.524,13.3,0.524,0.0,0.000,8.0,43.1,26.8,65.2,40.5,210,SW,Out to Dead Center Field
2021/08/12,51,Light drizzle,31.6,88.9,22.6,72.7,26.2,79.2,34.4,93.9,24.3,75.7,0.2,0.008,0.2,0.008,0.0,0.000,1.0,29.1,18.1,49.0,30.4,234,SW,Out to Right Center Field
2021/08/20,53,Moderate drizzle,27.8,82.0,21.6,70.9,24.7,76.5,31.2,88.2,24.9,76.8,1.6,0.063,1.6,0.063,0.0,0.000,4.0,15.6,9.7,28.1,17.5,113,SE,Cross from Right Field Corner
2021/08/21,53,Moderate drizzle,30.0,86.0,22.5,72.5,26.0,78.8,32.3,90.1,24.7,76.5,1.5,0.059,1.5,0.059,0.0,0.000,4.0,21.9,13.6,36.4,22.6,191,S,Out to Left Center Field
2021/08/22,51,Light drizzle,23.6,74.5,19.3,66.7,21.9,71.4,27.2,81.0,20.8,69.4,0.1,0.004,0.1,0.004,0.0,0.000,1.0,27.1,16.8,41.8,26.0,9,N,In from Left Center Field
2021/08/23,51,Light drizzle,30.8,87.4,18.4,65.1,24.5,76.1,33.6,92.5,20.7,69.3,0.1,0.004,0.1,0.004,0.0,0.000,1.0,17.0,10.6,26.6,16.5,189,S,Out to Left Center Field
2021/08/25,63,Moderate rain,31.8,89.2,23.1,73.6,26.8,80.2,38.0,100.4,26.7,80.1,12.5,0.492,12.5,0.492,0.0,0.000,8.0,25.3,15.7,33.8,21.0,218,SW,Out to Right Center Field
2021/08/25,63,Moderate rain,31.8,89.2,23.1,73.6,26.8,80.2,38.0,100.4,26.7,80.1,12.5,0.492,12.5,0.492,0.0,0.000,8.0,25.3,15.7,33.8,21.0,218,SW,Out to Right Center Field
2021/09/02,3,Overcast,23.2,73.8,16.1,61.0,20.6,69.1,23.6,74.5,16.6,61.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,20.9,13.0,31.0,19.3,85,E,In from Right Field
2021/09/03,53,Moderate drizzle,24.1,75.4,17.5,63.5,21.2,70.2,22.6,72.7,16.8,62.2,1.3,0.051,1.3,0.051,0.0,0.000,2.0,21.4,13.3,34.6,21.5,156,SE,Out to Left Field
2021/09/04,55,Dense drizzle,25.0,77.0,19.8,67.6,21.5,70.7,26.4,79.5,18.4,65.1,4.4,0.173,4.4,0.173,0.0,0.000,7.0,23.0,14.3,35.6,22.1,206,SW,Out to Dead Center Field
2021/09/05,2,Partly cloudy,27.2,81.0,16.4,61.5,21.7,71.1,25.4,77.7,15.5,59.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,22.5,14.0,34.9,21.7,283,W,Cross from Left Field Corner
2021/09/06,2,Partly cloudy,23.1,73.6,16.4,61.5,20.7,69.3,23.9,75.0,16.4,61.5,0.0,0.000,0.0,0.000,0.0,0.000,0.0,23.0,14.3,34.6,21.5,94,E,In from Right Field
2021/09/07,63,Moderate rain,29.3,84.7,18.5,65.3,22.5,72.5,27.0,80.6,17.5,63.5,6.3,0.248,6.3,0.248,0.0,0.000,4.0,41.4,25.7,63.0,39.1,225,SW,Out to Right Center Field
2021/09/08,2,Partly cloudy,24.8,76.6,15.8,60.4,20.0,68.0,21.8,71.2,13.7,56.7,0.0,0.000,0.0,0.000,0.0,0.000,0.0,26.0,16.2,43.2,26.8,297,NW,Cross from Left Field Corner
2021/09/10,2,Partly cloudy,25.4,77.7,15.0,59.0,20.4,68.7,24.7,76.5,14.4,57.9,0.0,0.000,0.0,0.000,0.0,0.000,0.0,19.7,12.2,30.2,18.8,203,SW,Out to Dead Center Field
2021/09/11,3,Overcast,29.7,85.5,18.6,65.5,23.7,74.7,30.3,86.5,17.3,63.1,0.0,0.000,0.0,0.000,0.0,0.000,0.0,26.5,16.5,40.7,25.3,210,SW,Out to Dead Center Field
2021/09/12,3,Overcast,30.9,87.6,19.9,67.8,24.1,75.4,32.0,89.6,20.1,68.2,0.0,0.000,0.0,0.000,0.0,0.000,0.0,25.6,15.9,42.1,26.2,249,W,Out to Right Field
2021/09/21,63,Moderate rain,22.4,72.3,16.9,62.4,19.2,66.6,22.0,71.6,13.7,56.7,17.0,0.669,17.0,0.669,0.0,0.000,19.0,31.7,19.7,48.2,30.0,349,N,In from Left Center Field
2021/09/22,53,Moderate drizzle,16.6,61.9,15.1,59.2,15.8,60.4,12.9,55.2,8.6,47.5,2.8,0.110,2.8,0.110,0.0,0.000,8.0,47.6,29.6,73.4,45.6,5,N,In from Left Center Field
2021/09/24,53,Moderate drizzle,23.8,74.8,12.6,54.7,18.1,64.6,19.7,67.5,9.1,48.4,0.7,0.028,0.7,0.028,0.0,0.000,2.0,36.7,22.8,58.3,36.2,221,SW,Out to Right Center Field
2021/09/24,53,Moderate drizzle,23.8,74.8,12.6,54.7,18.1,64.6,19.7,67.5,9.1,48.4,0.7,0.028,0.7,0.028,0.0,0.000,2.0,36.7,22.8,58.3,36.2,221,SW,Out to Right Center Field
2021/09/25,51,Light drizzle,20.1,68.2,10.4,50.7,15.4,59.7,15.5,59.9,7.2,45.0,0.5,0.020,0.5,0.020,0.0,0.000,2.0,24.3,15.1,41.4,25.7,270,W,Out to Right Field
2021/09/26,3,Overcast,25.8,78.4,13.9,57.0,19.6,67.3,21.9,71.4,9.6,49.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,30.7,19.1,47.5,29.5,220,SW,Out to Right Center Field
2022/04/07,53,Moderate drizzle,8.2,46.8,4.0,39.2,5.4,41.7,1.9,35.4,-1.7,28.9,2.6,0.102,2.6,0.102,0.0,0.000,13.0,34.7,21.6,55.1,34.2,239,SW,Out to Right Field
2022/04/09,71,Slight snow fall,5.3,41.5,-1.0,30.2,2.4,36.3,1.6,34.9,-6.1,21.0,0.2,0.008,0.0,0.000,0.14,0.055,1.0,22.4,13.9,37.1,23.1,324,NW,In from Left Field
2022/04/10,3,Overcast,12.7,54.9,-1.6,29.1,7.0,44.6,8.4,47.1,-5.4,22.3,0.0,0.000,0.0,0.000,0.0,0.000,0.0,34.1,21.2,50.8,31.6,152,SE,Out to Left Field
2022/04/18,73,Moderate snow fall,6.7,44.1,1.3,34.3,2.9,37.2,1.5,34.7,-4.7,23.5,6.7,0.264,3.9,0.154,1.96,0.772,20.0,33.2,20.6,51.1,31.8,292,W,Cross from Left Field Corner
2022/04/19,3,Overcast,6.3,43.3,1.3,34.3,4.0,39.2,3.0,37.4,-4.8,23.4,0.0,0.000,0.0,0.000,0.0,0.000,0.0,26.9,16.7,41.8,26.0,334,NW,In from Left Field
2022/04/20,61,Slight rain,10.1,50.2,3.8,38.8,7.2,45.0,4.4,39.9,-1.3,29.7,3.7,0.146,3.7,0.146,0.0,0.000,7.0,40.0,24.9,70.2,43.6,154,SE,Out to Left Field
2022/04/21,51,Light drizzle,19.5,67.1,8.4,47.1,13.2,55.8,15.9,60.6,5.3,41.5,1.4,0.055,1.4,0.055,0.0,0.000,5.0,33.0,20.5,54.0,33.6,248,W,Out to Right Field
